,nces_name,zipcode,title,address,data_id,rating,n_reviews
0,LENOIR COUNTY EARLY COLLEGE HIGH,28502,Lenoir Community College,"231 North Carolina Hwy 58, Kinston, NC 28504",0x89a94a8f5e9ab68f:0x66c35f5cbf1f6384,4.4,69
0,LENOIR COUNTY LEARNING ACADEMY,28504,Lenoir County Learning Academy,"2529 Cedar Dell Ln, Kinston, NC 28504",0x89a94ce4826569b1:0xb44fe520741effcc,5.0,2
0,LEVEL CROSS ELEMENTARY SCHOOL,27317,Level Cross Elementary School,"5417 Old Greensboro Rd, Randleman, NC 27317",0x885314e36c97c791:0xbc23e0cc0563fd70,4.6,5
0,LEVINE MIDDLE COLLEGE HIGH SCH,28105,Levine Middle College High School,"2800 Campus Ridge Rd Suite 1113, Matthews, NC 28105",0x88542441ef76ef59:0x75d87882303da6e7,4.8,6
0,LEWIS CHAPEL MIDDLE,28314,Lewis Chapel Middle School,"2150 Skibo Rd, Fayetteville, NC 28314",0x89ab15271f0f60b5:0xb0484a9922da380,2.5,43
0,LEWISVILLE ELEMENTARY,27023,Lewisville Elementary School,"150 Lucy Ln, Lewisville, NC 27023",0x8853b7ad231bcbe7:0x56d9e1723b0d9537,3.2,5
0,LEXINGTON MIDDLE SCHOOL,27292,Lexington Middle School,"100 W Hemstead St, Lexington, NC 27292",0x8853984efdb57e01:0xd84504634e4269e1,4.4,7
0,LEXINGTON SENIOR HIGH SCHOOL,27292,Lexington High School,"26 Penry St, Lexington, NC 27292",0x88539848bf5af585:0x30cca3b280494477,4.1,13
0,LIBERTY DRIVE ELEMENTARY,27360,Liberty Drive Elementary School,"401 Liberty Dr, Thomasville, NC 27360",0x88530aef5705ab81:0x700669bae7309bb,5.0,1
0,LIBERTY ELEMENTARY SCHOOL,27298,Liberty Elementary School,"206 N Fayetteville St, Liberty, NC 27298",0x885339d266512bdd:0xf2c0f8c1c87959f,4.6,5
0,LIBERTY MIDDLE,28655,Liberty Middle School,"529 Enola Rd, Morganton, NC 28655",0x8850d21f289dec8f:0xc2651995feed1d1,4.5,12
0,LIGON MIDDLE,27601,Ligon Magnet Middle School,"706 E Lenoir St, Raleigh, NC 27601",0x89ac5f0924a1eb51:0xf97b2561263e7db6,4.1,44
0,LILESVILLE ELEMENTARY,28091,Lilesville Elementary School,"121 Camden St, Lilesville, NC 28091",0x8854fa12f05fdd1d:0x2758dc36e4685639,4.3,4
0,LILLIAN BLACK ELEMENTARY,28390,Lillian Black Elementary School,"125 S 3rd St, Spring Lake, NC 28390",0x89ab6975a5a1ea4f:0x55f49fe096b62646,3.8,4
0,LILLINGTON-SHAWTOWN ELEMENTARY,27546,Lillington Shawtown Elementary School,"855 Old US Hwy 421, Lillington, NC 27546",0x89ab7d4e2bb9122f:0x19988c4daefca0b6,4.8,11
0,LINCOLN ACADEMY,27401,The Academy at Lincoln,"1016 Lincoln St, Greensboro, NC 27401",0x885318ea87fc43fb:0x364b757986dfcf50,2.6,65
0,LINCOLN ELEMENTARY,27326,Lincoln Elementary School,"2660 Oregon Hill Rd, Ruffin, NC 27326",0x8852c6c401c6e151:0xbfb725cd573a1673,4.0,5
0,LINCOLN ELEMENTARY,28451,Lincoln Elementary School,"1664 Lincoln Rd NE, Leland, NC 28451",0x89aa18bd82d5be29:0x808a7a048dad4d64,2.8,4
0,LINCOLN HEIGHTS ELEMENTARY,27526,Lincoln Heights Elementary,"307 Bridge St, Fuquay-Varina, NC 27526",0x89ac8fbdfe343407:0x8dfd1433e20efaf3,4.3,9
0,LINCOLNTON HIGH,28092,Lincolnton High School,"803 N Aspen St, Lincolnton, NC 28092",0x8856cecfca51c749:0xdfca025ac89c053f,3.7,9
0,LINCOLNTON MIDDLE,28092,Lincolnton Middle School,"2361 Startown Rd, Lincolnton, NC 28092",0x8856cc1ac5989b73:0xa0b86d3de94c9cdf,3.2,21
0,LINDLEY PARK ELEMENTARY,27203,Lindley Park Elementary School,"312 Cliff Rd, Asheboro, NC 27203",0x8853691f8938db2b:0x2380f4d00fa3badd,4.6,13
0,LITTLE RIVER K-8 SCHOOL,27712,Little River K-8 School,"2315 Snow Hill Rd, Durham, NC 27712",0x89ad1d662239d783:0x39799d8aeb273cae,4.2,9
0,LITTLEFIELD MIDDLE,28358,Littlefield Middle School,"9674 NC-41, Lumberton, NC 28358",0x89aae3c320a91cab:0xeb9d1d4f45d6657f,4.4,12
0,LOCKHART ELEMENTARY,27545,Lockhart Elementary School,"1320 N Smithfield Rd, Knightdale, NC 27545",0x89ac5b50f7a898db:0xc7882e07c9cb67a1,3.4,19
0,LOCUST ELEMENTARY,28097,Locust Elementary School,"103 School Rd, Locust, NC 28097",0x88546b7a899c20ef:0xbdbcf97a7d060003,2.0,4
0,LONDON ELEMENTARY SCHOOL,27052,London Elementary School,"609 School St, Walnut Cove, NC 27052",0x8852568880ecb079:0x4b1b15bfdbb130c7,4.8,4
0,LONG BRANCH ELEMENTARY,28358,Long Branch Elementary School,"10218 North Carolina Hwy 72, Lumberton, NC 28358",0x89aae62449dd2097:0xef99d978ceb15d53,3.5,4
0,LONG CREEK ELEMENTARY,28078,Long Creek Elementary,"9213-A Beatties Ford Rd, Huntersville, NC 28078",0x8856a687b0f4504b:0xb462e2850e63cb85,3.4,11
0,LONG HILL ELEMENTARY,28311,Long Hill Elementary School,"6490 Ramsey St, Fayetteville, NC 28311",0x89ab6e41bfd510b1:0xa988182a78864686,4.9,15
0,LONG MILL ELEMENTARY,27596,Long Mill Elementary School,"1753 Long Mill Rd, Youngsville, NC 27596",0x89ac52cbd7b4ddc3:0x34821fe83d39118f,5.0,3
0,LONGLEAF SCHOOL OF THE ARTS,27603,Longleaf School Of The Arts,"322 Chapanoke Rd, Raleigh, NC 27603",0x89ac5f6d6809761f:0xd2b3fd6c13805b33,3.7,20
0,LONGVIEW ELEMENTARY,28602,Longview Elementary School,"737 12th St SW, Hickory, NC 28602",0x88512e5718df46b7:0xc50f9bb96dc6079a,4.7,6
0,LOUISBURG ELEMENTARY,27549,Louisburg Elementary School,"50 Stone-Southerland Rd, Louisburg, NC 27549",0x89adb58278a3a73b:0x5e3eabd26a56b9ef,2.0,4
0,LOUISBURG HIGH,27549,Louisburg High School,"201 Allen Ln, Louisburg, NC 27549",0x89adb5f0a62be829:0x280000d71c6a139e,4.0,8
0,LOVE MEMORIAL ELEMENTARY,28092,Love Memorial Elementary School,"1463 Love Memorial School Rd, Lincolnton, NC 28092",0x8856cf150d9ada8f:0x4d4510b182e81836,4.8,12
0,LOWE'S GROVE MIDDLE,27713,Lowe's Grove Middle School,"4418 S Alston Ave, Durham, NC 27713",0x89acef71649c10e3:0x4311f1c9469ed107,2.7,34
0,LOWELL ELEMENTARY,28098,Lowell Elementary School,"1500 Power Dr, Lowell, NC 28098",0x8856be620523275b:0xf75fb72aee02ffec,4.4,7
0,LOWER CREEK ELEMENTARY,28645,Lower Creek Elementary School,"630 Lower Creek Dr NE, Lenoir, NC 28645",0x8851207f0902a509:0xbc2c2655dd12fc44,5.0,4
0,LOWRANCE MIDDLE,27105,Lowrance Middle School,"1394 Thurmond St, Winston-Salem, NC 27105",0x8853aeae2d51cc1b:0x334872534aa34265,4.7,3
0,LOYD E AUMAN ELEMENTARY,28304,Loyd E. Auman Elementary School,"6882 Raeford Rd, Fayetteville, NC 28304",0x89ab15642d9a66f3:0xbc361287e5df840,3.7,15
0,LUCAMA ELEMENTARY,27851,Lucama Elementary School,"6260 E Blalock Rd, Lucama, NC 27851",0x89ac1f40b6b90e35:0xb54087ecf3cc3e2c,4.9,8
0,LUCILE SOUDERS ELEMENTARY,28301,Lucile Souders Elementary School,"128 Hillview Ave, Fayetteville, NC 28301",0x89ab6daae8bfc8dd:0xd0f3c313d263ee43,3.2,11
0,LUCY RAGSDALE HIGH,27282,Ragsdale High School,"1000 Lucy Ragsdale Dr, Jamestown, NC 27282",0x8853101e9d1b2cd5:0x272028748e1ea1b2,4.1,18
0,LUFKIN ROAD MIDDLE,27539,Lufkin Road Middle School,"1002 Lufkin Rd, Apex, NC 27539",0x89ac8d6770cf1b35:0x640355500bb70bed,2.5,86
0,LUMBERTON JUNIOR,28358,Lumberton Junior High School,"82 Marion Rd, Lumberton, NC 28358",0x89aae3bc460b4e27:0x7384e273697c6493,3.4,7
0,LUMBERTON SENIOR HIGH,28358,Lumberton High School,"3901 Fayetteville Rd, Lumberton, NC 28358",0x89aae0bed07b629b:0x8fc9f2e0443932e4,2.4,20
0,LUTHER NICK JERALDS MIDDLE,28301,Luther Nick Jeralds Mid School,"2517 Ramsey St, Fayetteville, NC 28301",0x89ab6d06ae226e61:0x314e64d3cc78d098,3.7,13
0,LYLE CREEK ELEMENTARY,28613,Lyle Creek Elementary School,"1845 Edgewater Dr NW, Conover, NC 28613",0x88513799028490b3:0xbc075c3b90a7fa45,5.0,7
0,LYNN ROAD ELEMENTARY,27612,Lynn Road Elementary School,"1601 Lynn Rd, Raleigh, NC 27612",0x89acf7db31630ead:0xf0bb8fdc3e920ba3,4.9,8
0,M B HUBBARD ELEMENTARY,27809,M B Hubbard Elementary School,"7921 Red Oak Battleboro Rd, Battleboro, NC 27809",0x89ae7c311ac9e7af:0x1963e5160b1f1006,3.3,4
0,M C S NOBLE MIDDLE,28405,MCS Noble Middle School,"6520 Market St, Wilmington, NC 28405",0x89a98b54ebacda7f:0x7729b0400d5c65e0,2.9,18
0,MABEL ELEMENTARY,28698,Mabel Elementary School,"404 Mabel School Rd, Zionville, NC 28698",0x8850f6287cee43db:0xa1d79dbceb5ff3d1,4.3,4
0,MAC WILLIAMS MIDDLE,28312,Mac Williams Middle School,"4644 Clinton Rd, Fayetteville, NC 28312",0x89ab0cb7a83a752d:0x9cdf942c8a497a36,3.9,21
0,MACON EARLY COLLEGE HIGH SCHOOL,28734,Macon Early College,"77 Siler Farm Rd, Franklin, NC 28734",0x885925ac5d43a6f1:0x642d5dac4801b218,3.0,2
0,MACON MIDDLE SCHOOL,28734,Macon County Middle School,"1345 Wells Grove Rd, Franklin, NC 28734",0x8859245fd3af2441:0x72aed947bc1a42a1,3.3,6
0,MADISON EARLY COLLEGE HIGH,28753,Madison Early College High School,"5734 US-25 #70, Marshall, NC 28753",0x885a180e2652660f:0xe063524fb95f91f6,4.4,9
0,MADISON ELEMENTARY,27301,Madison Elementary School,"3600 Hines Chapel Rd, McLeansville, NC 27301",0x88532061e46f0f97:0x2dab0b3faffa7b3b,4.0,4
0,MADISON MIDDLE SCHOOL,28753,Madison Middle School,"95 Upper Brush Creek Rd, Marshall, NC 28753",0x885a2514a8c01e0b:0x9695c2fdccff4f8a,4.0,9
0,MAGELLAN CHARTER,27615,The Magellan Charter School,"9324 Baileywick Rd, Raleigh, NC 27615",0x89acf808d95ea835:0xf3c7634df6d66014,4.0,12
0,MAGNOLIA ELEMENTARY,28360,Magnolia School,"10928 US-301, Lumberton, NC 28360",0x89aae01c0d9e1807:0x4d5a939ab49eb9e0,3.7,21
0,MAIDEN ELEMENTARY,28650,Maiden Elementary School,"201 N Main Ave, Maiden, NC 28650",0x8856cb214cf6e94f:0x6785eb5e4ef0f17b,3.9,9
0,MAIDEN HIGH,28650,Maiden High School,"600 W Main St, Maiden, NC 28650",0x8856cb24d7de4101:0x89b2367b236de928,4.2,13
0,MAIDEN MIDDLE SCHOOL,28650,Maiden Middle School,"518 N C Ave, Maiden, NC 28650",0x8856cb24d7de4101:0x920e13883ebe0483,3.2,13
0,MAIN STREET ACADEMY,27127,Main Street Academy,"2700 S Main St, Winston-Salem, NC 27127",0x8853afa2345f0c19:0x8a899b94dd40ed21,4.0,4
0,MALLARD CREEK ELEMENTARY,28262,Mallard Creek Elementary School,"9801 Mallard Creek Rd, Charlotte, NC 28262",0x88541cebea4c7c57:0x83ff68afb774363c,3.8,13
0,MALLARD CREEK HIGH SCHOOL,28269,Mallard Creek High School,"3825 Johnston Oehler Rd, Charlotte, NC 28269",0x88541d1f78a91e43:0x5aa473b8ef8675be,3.6,29
0,MALPASS CORNER ELEMENTARY,28425,Malpass Corner Elementary School,"4992 Malpass Corner Rd, Burgaw, NC 28425",0x89aa2efad3a24af1:0x128c7fc6ac95a6ef,1.0,1
0,MANCHESTER ELEMENTARY,28390,Manchester Elementary School,"611 Spring Ave, Spring Lake, NC 28390",0x89ab69735025aa0b:0x941faf246e5f6825,3.5,6
0,MANGUM ELEMENTARY,27503,Mangum Elementary School,"9008 Quail Roost Rd, Bahama, NC 27503",0x89ad1c840e42b18f:0x99180312ce1b3528,4.0,4
0,MANNING ELEMENTARY SCHOOL,27870,Manning Elementary School,"940 Park Ave, Roanoke Rapids, NC 27870",0x89ae1730518c5e35:0xe1214f7007024066,4.0,4
0,MANTEO ELEMENTARY SCHOOL,27954,Manteo Elementary School,"701 US-64, Manteo, NC 27954",0x89a4fd2eec9633f5:0x1ebbd4e787543904,5.0,2
0,MANTEO HIGH SCHOOL,27954,Manteo High School,"829 Wingina Ave, Manteo, NC 27954",0x89a4fd2eb78d5da3:0x7c291b0a0a741835,3.5,4
0,MANTEO MIDDLE SCHOOL,27954,Manteo Middle School,"1000 US-64, Manteo, NC 27954",0x89a4fd2e67e90441:0xeedc300dd1786270,5.0,7
0,MARGARET B. POLLARD MIDDLE,27516,Margaret B. Pollard Middle School,"185 Granite Mill Blvd, Chapel Hill, NC 27516",0x89acc6d47ece296d:0x4348b50e217113a,3.0,27
0,MARGARET HEARNE ELEMENTARY,27893,Margaret Hearne Elementary School,"300 Gold St E, Wilson, NC 27893",0x89ae9e0c617ec405:0x1bbe0324f04f03e2,4.7,6
0,MARGARET WILLIS ELEMENTARY,28305,Margaret Willis Elementary,"1412 Belvedere Ave, Fayetteville, NC 28305",0x89ab6cc73a45a34b:0xbe7b45e6984155ca,3.4,7
0,MARIAM BOYD ELEMENTARY,27589,Mariam Boyd Elementary School,"203 Cousin Lucy's Ln, Warrenton, NC 27589",0x89ade9b290992671:0xc6ada903f965e7e4,4.0,2
0,MARION ELEMENTARY,28150,Marion Elementary School,"410 Forest Hill Dr, Shelby, NC 28150",0x8856dfe820f7e47d:0x2a414848517deef4,4.2,5
0,MARION ELEMENTARY SCHOOL,28752,Marion Elementary School,"209 Robert St, Marion, NC 28752",0x8850b390e3d08f2b:0x139f189c4077fc3d,4.3,4
0,MARJORIE WILLIAMS ACADEMY,28616,Marjorie Williams Academy,"129 Allen Cir, Crossnore, NC 28616",0x885095b7710e041b:0x380d8ed3d9891692,1.0,1
0,MARS HILL ELEMENTARY,28754,Mars Hill Elementary School,"200 School House Ln, Mars Hill, NC 28754",0x885a187285db4383:0xb3f6bcb90c98c5e,3.7,3
0,MARSHVILLE ELEMENTARY,28103,Marshville Elementary School,"515 N Elm St, Marshville, NC 28103, United States",0x885448b3dde74db1:0x6d3eafe5b8cdae92,3.4,5
0,MARTIN LUTHER KING JR MIDDLE,28213,"Martin Luther King, Jr. Middle","500 Bilmark Ave, Charlotte, NC 28213",0x88541e4e6aed4ea5:0x51b8b060c29a06f5,2.8,59
0,MARTINS CREEK ELEMENTARY/MID,28906,Martins Creek Elementary Middle School,"1459 Stalcup Rd, Murphy, NC 28906",0x885f1c29f9ad0bfb:0x6b12bc4542102c00,5.0,2
0,MARVIN B SMITH ELEMENTARY,27215,Marvin B. Smith Elementary School,"2235 Delaney Dr, Burlington, NC 27215",0x8853295cf4455027:0x673381a30c7a391e,4.3,8
0,MARVIN ELEMENTARY,28173,Marvin Elementary School,"9700 Marvin School Rd, Waxhaw, NC 28173",0x8854282aefa56d0f:0x235e0a511ba85cb8,3.7,11
0,MARVIN RIDGE MIDDLE,28173,Marvin Ridge Middle School,"2831 Crane Rd, Waxhaw, NC 28173",0x885429e83374b0ff:0xd91979103ca5af51,4.2,6
0,MARY C WILLIAMS ELEMENTARY,28412,Mary C. Williams Elementary School,"801 Silver Lake Rd, Wilmington, NC 28412",0x89a9f63a6c325749:0x2d816d5da539ab0,3.8,17
0,MARY MCARTHUR ELEMENTARY,28304,Mary McArthur Elementary School,"3809 Village Dr, Fayetteville, NC 28304",0x89ab148f92a64129:0x4bc1fc1d13fa19d8,4.2,10
0,MASSEY HILL CLASSICAL HIGH,28306,Massey Hill Classical High School,"1062 Southern Ave, Fayetteville, NC 28306",0x89ab13178937e6bd:0x5e51505f095373cb,3.7,19
0,MATTAMUSKEET EARLY COLLEGE HIGH,27885,Mattamuskeet High School,"20392 US-264, Swanquarter, NC 27885",0x89a5ece8d192ee93:0xac626cabe1b4b9c8,1.0,1
0,MATTAMUSKEET ELEMENTARY,27885,Mattamuskeet Elementary School,"60 Juniper Bay Rd, Swanquarter, NC 27885",0x89a5ece4247f77d9:0x2aec0c50fc1f961e,3.0,1
0,MATTHEWS ELEMENTARY,28105,Matthews Elementary,"200 E McDowell St, Matthews, NC 28105",0x885426a8431484b7:0xcf372bcf43dbb071,3.4,18
0,MAUREEN JOY CHARTER SCHOOL,27703,Maureen Joy Charter School,"107 S Driver St, Durham, NC 27703",0x89ace6edbc5f0f63:0xd0bba7058739b3d2,4.5,16
0,MAYSVILLE ELEMENTARY,28555,Maysville Elementary School,"814 6th St, Maysville, NC 28555",0x89a9203397e78245:0xdadad684a908fada,4.3,3
0,MCADENVILLE ELEMENTARY,28101,McAdenville Elementary School,"275 Wesleyan Dr, McAdenville, NC 28101",0x8856be0a3a62f18b:0x876836f9cc86fe5f,5.0,4
0,MCALPINE ELEMENTARY,28277,McAlpine Elementary School,"9100 Carswell Ln, Charlotte, NC 28277",0x88569d74215c9a37:0xedd2fea8c472333d,3.4,19
0,MCCLINTOCK MIDDLE,28212,McClintock,"1925 Rama Rd, Charlotte, NC 28212",0x8854204d6789c45f:0x7d45704201301fe7,3.7,48
0,MCDOUGLE ELEMENTARY,27516,Mc Dougle Elementary School,"890 Old Fayetteville Rd, Chapel Hill, NC 27516",0x89acc35064538f73:0xa03ba405d03728ae,5.0,3
0,MCDOUGLE MIDDLE,27516,McDougle Middle School,"900 Old Fayetteville Rd, Chapel Hill, NC 27516",0x89acc350669b905f:0x4efd2a62bf8dd2b9,3.6,8
0,MCDOWELL EARLY COLLEGE,28752,McDowell Technical Community College,"54 College Dr, Marion, NC 28752",0x8850b35068e86fd9:0xf42cd81f2a7dd3ec,4.3,49
0,MCDOWELL HIGH SCHOOL,28752,McDowell High School,"600 W Mc Dowell Jr High School Rd, Marion, NC 28752, United States",0x8850b27de49bc2b9:0x332716423a03282d,3.6,16
0,MCGEE'S CROSSROADS ELEM,27501,McGee's Crossroads Elementary School,"10330 NC-50, Angier, NC 27501",0x89ac7c8f54c92bf1:0x50b5a268cccf80ef,4.1,8
0,MCGEE'S CROSSROADS MIDDLE,27504,McGee's Crossroads Middle School,"13353 NC-210, Benson, NC 27504, United States",0x89ac7c9082944d39:0xa70825b8f9df4215,3.4,11
0,MCKEE ROAD ELEMENTARY,28270,McKee Road Elementary School,"4101 McKee Rd, Charlotte, NC 28270",0x8854264f86502661:0x4a3b3684e0fae56c,4.7,7
0,MCLEANSVILLE ELEMENTARY,27301,McLeansville Elementary School,"5315 Frieden Church Rd, McLeansville, NC 27301",0x885321300a9f81bf:0xda305f04e9cdedd7,4.2,6
0,MEADOW LANE ELEMENTARY,27534,Meadow Lane Elementary School,"3500 E Ash St, Goldsboro, NC 27534",0x89ac01d006e822ab:0xb6f94de2a6fddf4,3.5,11
0,MEADOW SCHOOL,27504,Meadow School,"7507 NC-50 South, Benson, NC 27504",0x89ab8860878bef75:0xde50a394a1b2fb6d,5.0,10
0,MEADOW VIEW ELEMENTARY,28540,Meadow View Elementary School,"1026 Fire Tower Rd, Jacksonville, NC 28540",0x89a912f2ffe7329f:0xc830f961e1bc88de,3.4,9
0,MEADOWBROOK ACADEMY,27021,Meadowbrook School,"817 Meadowbrook Dr, King, NC 27021",0x88524b995f58049d:0xdd2aa13b5b09057c,5.0,2
0,MEADOWBROOK ELEMENTARY,28716,Meadowbrook Elementary School,"85 Morning Star Rd, Canton, NC 28716",0x88599ca414dd4caf:0x6d7e74cfb1fab5c0,4.5,2
0,MEADOWLARK ELEMENTARY,27106,Meadowlark Elementary School,"401 Meadowlark Dr, Winston-Salem, NC 27106",0x8853b6d2b4c97d75:0xcc91c9267760f09e,3.6,9
0,MEADOWLARK MIDDLE,27106,Meadowlark Middle School,"301 Meadowlark Dr, Winston-Salem, NC 27106",0x8853b12da3ce6387:0xec5e0db739dcb271,3.4,28
0,MEADOWVIEW MAGNET MIDDLE,27030,Meadowview Middle School,"1282 McKinney Rd, Mt Airy, NC 27030",0x885224bfb9c763a5:0x9b26788b49d7b488,3.6,5
0,MENDENHALL MIDDLE,27408,Mendenhall Middle School,"205 Willoughby Blvd, Greensboro, NC 27408",0x88531ec20202a6c3:0x5e9a169f7f93d1bd,3.8,25
0,MERRICK-MOORE ELEMENTARY,27704,Merrick Moore Elementary School,"2325 Cheek Rd, Durham, NC 27704",0x89ace35850d5bd27:0xaf4e5bed4cc54dc3,4.1,12
0,MERRY OAKS INTERNATIONAL ACAD,28205,Merry Oaks International Academy,"3508 Draper Ave, Charlotte, NC 28205",0x88541f8c09386a05:0x60a578b34198614f,3.8,41
0,METRO SCHOOL,28202,Metro School,"405 S Davidson St, Charlotte, NC 28202",0x8856a027f1e8e8bf:0xb4025c9d26b6e967,5.0,1
0,METROLINA REG SCHOLARS ACADEMY,28217,Metrolina Regional Scholars Academy,"5225 77 Center Dr, Charlotte, NC 28217",0x88569edac13574d1:0xbed9a932f20e25fc,4.9,21
0,MICAVILLE ELEMENTARY,28714,Micaville Elementary School,"112 NC-80, Burnsville, NC 28714",0x885a09e1b48fe565:0x4ac9323cea370d7a,3.0,3
0,MIDDLE COLLEGE AT GTCC-GREENSBORO,27405,GTCC Greensboro Campus,"3505 Wendover Ave E, Greensboro, NC 27405",0x885321f05bf4c671:0x3a6eea70b50cfa97,4.4,29
0,MIDDLE COLLEGE AT NC A&T,27411,The Middle College,"Dowdy Bldg, 1601 E Market St, Greensboro, NC 27401",0x885318c53f6622d5:0xabc2f0c16f831903,5.0,1
0,MIDDLE COLLEGE HIGH AT BENNETT,27406,Middle College at Bennett,"722 Gorrell St, Greensboro, NC 27406",0x885318dddcb345a3:0x5fd527c72daa92ab,4.0,3
0,MIDDLE COLLEGE HS @ DTCC,27703,Middle College HS at DTCC,"1637 E Lawson St, Durham, NC 27703",0x89ace4f70087b105:0xa5d9446b89a39898,4.7,6
0,MIDDLE COLLEGE OF FORSYTH CNTY,27103,Early College of Forsyth County,"Technical Community College, 2100 Silas Creek Pkwy, Winston-Salem, NC 27103",0x8853afd95b9cbe6b:0xb58ed603e7957d45,4.6,14
0,MIDDLE CREEK ELEMENTARY,27539,Middle Creek Elementary School,"110 Middle Creek Park Ave, Apex, NC 27539",0x89ac8c12ae8b8175:0x2f4300767c2b2f60,4.8,10
0,MIDDLE CREEK HIGH,27539,Middle Creek High School,"123 Middle Creek Park Ave, Apex, NC 27539",0x89ac8c1240ae02b1:0xa979eaf445f9b317,4.2,26
0,MIDDLESEX ELEMENTARY,27557,Middlesex Elementary School,"13081 W Hanes Ave, Middlesex, NC 27557",0x89ac395cce7ff3e7:0x39e09418787c3732,4.6,9
0,MIDWAY ELEMENTARY,28334,Midway Elementary School,"15375 Spiveys Corner Hwy, Dunn, NC 28334",0x89ab9aa70557b531:0xf93f5b8049cf4dac,5.0,1
0,MIDWAY ELEMENTARY,27295,Midway Elementary School,"318 Midway School Rd, Lexington, NC 27295",0x8853a475c63d2193:0xfa14a10c4d92b971,5.0,6
0,MIDWAY HIGH,28366,Midway High School,"15274 Spiveys Corner Hwy, Newton Grove, NC 28366, United States",0x89ab9acc9719f06f:0x95db230a1d2e0a28,3.8,8
0,MIDWAY MIDDLE,28334,Midway Middle School,"1115 Roberts Grove Rd, Dunn, NC 28334",0x89ab9b1a1e8f3ab5:0x20307c2db2ef7a01,3.3,7
0,MILITARY AND GLOBAL LEADERSHIP,28205,Military and Global Leadership Academy,"1411 Hawthorne Ln Ste. A, Charlotte, NC 28205",0x88569f41b6e29191:0x699c7e7d5bf36688,3.0,29
0,MILL CREEK MIDDLE,28610,Mill Creek Middle School,"1041 Shiloh Rd, Claremont, NC 28610",0x88514be07e19e461:0x4a83eed122411b89,3.3,8
0,MILLBRIDGE ELEMENTARY,28023,Millbridge Elementary School,"155 Ed Deal Rd, China Grove, NC 28023",0x8853f9ca0e659975:0x7a53081874b9c646,4.0,5
0,MILLBROOK ELEMENTARY,27609,Millbrook Magnet Elementary School,"1520 E Millbrook Rd, Raleigh, NC 27609, United States",0x89ac59003b91e2f9:0xce15c4bbb8cb1d8c,4.0,15
0,MILLBROOK HIGH,27615,Millbrook Magnet High School,"2201 Spring Forest Rd, Raleigh, NC 27615",0x89ac582116b5c615:0xf99f32e565fdc5f0,3.6,39
0,MILLENNIUM CHARTER ACADEMY,27030,Millennium Charter Academy,"500 Old Springs Rd, Mt Airy, NC 27030",0x88523c8d1bbb9dbf:0x1d686a72970462df,2.8,28
0,MILLERS CREEK ELEMENTARY SCHOOL,28651,Millers Creek Elementary School,"4320 NC-16, Millers Creek, NC 28651",0x88510bf96d6cf611:0x26089d7b249597fc,5.0,11
0,MILLINGPORT ELEMENTARY,28001,Millingport Elementary School,"24198 NC-73, Albemarle, NC 28001",0x885470420314d6af:0x643b8576812c79d1,5.0,3
0,MILLIS ROAD ELEMENTARY,27282,Millis Road Elementary School,"4310 Millis Rd, Jamestown, NC 27282",0x8853101ba77d1973:0x9acbe15ba44acf42,4.5,14
0,MILLS PARK ELEMENTARY,27519,Mills Park Elementary School,"509 Mills Park Dr, Cary, NC 27519",0x89acec47b069c471:0xc61be973eb1edc96,4.5,15
0,MILLS PARK MIDDLE,27519,Mills Park Middle School,"441 Mills Park Dr, Cary, NC 27519",0x89acec380c84d013:0xe5056cd218da6e5f,3.1,99
0,MILLS RIVER ELEMENTARY,28759,Mills River Elementary School,"94 School House Rd, Mills River, NC 28759",0x8859952be8e1facb:0xd7a56cdc0111dff0,4.9,11
0,MILTON M DANIELS LEARNING CENTER,27893,Daniels Learning Center,"723 Elvie St S, Wilson, NC 27893",0x89ae9e3f228fc4bd:0x7eab22628b6b38d,4.0,7
0,MINERAL SPRINGS ELEMENTARY,27105,Mineral Springs Elementary,"4527 Ogburn Ave, Winston-Salem, NC 27105",0x8853adad8de85481:0x68e2740a03456a2c,3.8,28
0,MINERAL SPRINGS ELEMENTARY,28338,Mineral Springs School,"1426 Green Lake Rd, Ellerbe, NC 28338",0x8854ea12335ff825:0x2126cc319429a048,4.0,4
0,MINERAL SPRINGS MIDDLE,27105,Mineral Springs Middle School,"4559 Ogburn Ave, Winston-Salem, NC 27105",0x8853adadeb5051db:0x6856fbd775685873,3.8,6
0,MINT HILL MIDDLE,28105,Mint Hill Middle,"11501 Idlewild Rd, Matthews, NC 28105",0x885423b80f7075f5:0xbfaba8cec353f3f,3.2,25
0,MITCHELL HIGH,28705,Mitchell High School,"416 Ledger School Rd, Bakersville, NC 28705",0x8850a22fe70555df:0x8a913058e4c636b,4.8,5
0,MOCKSVILLE ELEMENTARY,27028,Mocksville Elementary School,"295 Cemetery St, Mocksville, NC 27028",0x8853c216d3aa83fb:0xef5990756b1ae37d,3.0,4
0,MONCURE SCHOOL,27559,Moncure School,"600 Moncure School Rd, Moncure, NC 27559",0x89acbcf7736fe7c1:0x942d5666c756f150,3.9,9
0,MONROE AVENUE ELEMENTARY,28345,Monroe Avenue School,"304 Monroe Ave, Hamlet, NC 28345",0x8854ddb27c33e655:0x4c98b117844d33df,3.5,4
0,MONROE HIGH,28112,Monroe High School,"1 High School Dr, Monroe, NC 28112",0x885436df08bf4abb:0x847f41dbe6dedd8d,4.1,17
